C0000100,C0000200,birth_year,survey_year,age,n_items_observed,any_qualifying_event,positive_items,item_codes,item_families,in_age_window_15_25,pre_predictor_cutoff
1208301,12083.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1208301,12083.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1208301,12083.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1208301,12083.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1208301,12083.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1208301,12083.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1208302,12083.0,1983.0,1998,15.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1208302,12083.0,1983.0,2000,17.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1208302,12083.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1208302,12083.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1208302,12083.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1208302,12083.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1208302,12083.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1208302,12083.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1208303,12083.0,1999.0,2014,15.0,1,0.0,0.0,Y3325701,hurt_physically,True,False
1208501,12085.0,1977.0,1988,11.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
1208501,12085.0,1977.0,1990,13.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
1208501,12085.0,1977.0,1994,17.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1208501,12085.0,1977.0,1996,19.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1208501,12085.0,1977.0,2000,23.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1208501,12085.0,1977.0,2002,25.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1208501,12085.0,1977.0,2008,31.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1208501,12085.0,1977.0,2010,33.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1208502,12085.0,1984.0,2002,18.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1208502,12085.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1208502,12085.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1208502,12085.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1208502,12085.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1208601,12086.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1208601,12086.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1208601,12086.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1208601,12086.0,1986.0,2010,24.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1208601,12086.0,1986.0,2012,26.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1208701,12087.0,1974.0,1988,14.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
1208701,12087.0,1974.0,1990,16.0,1,0.0,0.0,C0942400,hurt_need_doctor,True,False
1208701,12087.0,1974.0,1994,20.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1208701,12087.0,1974.0,1996,22.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1208701,12087.0,1974.0,2000,26.0,1,0.0,0.0,Y1176200,physical_fight,False,False
1208701,12087.0,1974.0,2002,28.0,1,0.0,0.0,Y1416800,physical_fight,False,False
1208701,12087.0,1974.0,2004,30.0,1,0.0,0.0,Y1668200,physical_fight,False,False
1208701,12087.0,1974.0,2006,32.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1208701,12087.0,1974.0,2008,34.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1208701,12087.0,1974.0,2012,38.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1208702,12087.0,1990.0,2006,16.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1208702,12087.0,1990.0,2008,18.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1208702,12087.0,1990.0,2010,20.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1208702,12087.0,1990.0,2012,22.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1209201,12092.0,1991.0,2006,15.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1209201,12092.0,1991.0,2008,17.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1209201,12092.0,1991.0,2010,19.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1209201,12092.0,1991.0,2012,21.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1209202,12092.0,1993.0,2008,15.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1209202,12092.0,1993.0,2010,17.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
1209202,12092.0,1993.0,2012,19.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1209701,12097.0,1980.0,1996,16.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1209701,12097.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1209701,12097.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1209701,12097.0,1980.0,2002,22.0,1,1.0,1.0,Y1416800,physical_fight,True,False
1209701,12097.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1209701,12097.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1209701,12097.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1209701,12097.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1209702,12097.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1209702,12097.0,1982.0,2000,18.0,1,1.0,1.0,Y1176200,physical_fight,True,False
1209702,12097.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1209702,12097.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1209702,12097.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1209702,12097.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1209702,12097.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1209702,12097.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1209703,12097.0,1995.0,2010,15.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
1209703,12097.0,1995.0,2012,17.0,1,0.0,0.0,Y2958300,hurt_physically,True,False
1209901,12099.0,1997.0,2012,15.0,1,0.0,0.0,Y2958300,hurt_physically,True,False
1209901,12099.0,1997.0,2014,17.0,1,0.0,0.0,Y3325701,hurt_physically,True,False
1210401,12104.0,1985.0,2000,15.0,1,1.0,1.0,Y1176200,physical_fight,True,False
1210401,12104.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1210401,12104.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1210401,12104.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1210401,12104.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1210401,12104.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1210401,12104.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1210402,12104.0,1988.0,2004,16.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
1210402,12104.0,1988.0,2006,18.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1210402,12104.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1210402,12104.0,1988.0,2010,22.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1210402,12104.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1210801,12108.0,1977.0,1988,11.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
1210801,12108.0,1977.0,1990,13.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
1210801,12108.0,1977.0,1994,17.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1210801,12108.0,1977.0,1996,19.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1210801,12108.0,1977.0,1998,21.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1210801,12108.0,1977.0,2000,23.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1210801,12108.0,1977.0,2002,25.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1210801,12108.0,1977.0,2004,27.0,1,0.0,0.0,Y1668200,physical_fight,False,False
1210801,12108.0,1977.0,2006,29.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1210801,12108.0,1977.0,2008,31.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1210801,12108.0,1977.0,2010,33.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1210802,12108.0,1984.0,2000,16.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1210802,12108.0,1984.0,2002,18.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1210802,12108.0,1984.0,2004,20.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1210802,12108.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1210802,12108.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1210802,12108.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1210802,12108.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1211301,12113.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
1211301,12113.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1211301,12113.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1211301,12113.0,1989.0,2010,21.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1211301,12113.0,1989.0,2012,23.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1211302,12113.0,1993.0,2008,15.0,1,1.0,1.0,Y2256600,hurt_physically,True,False
1211302,12113.0,1993.0,2012,19.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1211303,12113.0,2004.0,2020,16.0,1,0.0,0.0,Y4596801,hurt_physically,True,False
1211304,12113.0,2004.0,2016,12.0,1,1.0,1.0,Y3670801,hurt_physically,False,True
1211304,12113.0,2004.0,2018,14.0,1,0.0,0.0,Y4275601,hurt_physically,False,True
1211304,12113.0,2004.0,2020,16.0,1,0.0,0.0,Y4596801,hurt_physically,True,False
1211501,12115.0,1977.0,1988,11.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
1211501,12115.0,1977.0,1990,13.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
1211501,12115.0,1977.0,2000,23.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1211501,12115.0,1977.0,2002,25.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1211501,12115.0,1977.0,2004,27.0,1,0.0,0.0,Y1668200,physical_fight,False,False
1211501,12115.0,1977.0,2006,29.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1211501,12115.0,1977.0,2008,31.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1211502,12115.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1211502,12115.0,1986.0,2004,18.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
1211502,12115.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1211502,12115.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1211503,12115.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
1211503,12115.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1211503,12115.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1211503,12115.0,1989.0,2010,21.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1211503,12115.0,1989.0,2012,23.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1211701,12117.0,1984.0,2000,16.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1211701,12117.0,1984.0,2002,18.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1211701,12117.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1211701,12117.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1211701,12117.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1211701,12117.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1211702,12117.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1211702,12117.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1211702,12117.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1211702,12117.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1211702,12117.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1211702,12117.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1211702,12117.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1211703,12117.0,1987.0,2002,15.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1211703,12117.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1211703,12117.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1211703,12117.0,1987.0,2010,23.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1211703,12117.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1211801,12118.0,1990.0,2006,16.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1211801,12118.0,1990.0,2008,18.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1211801,12118.0,1990.0,2010,20.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1211801,12118.0,1990.0,2012,22.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1212001,12120.0,1976.0,1988,12.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
1212001,12120.0,1976.0,1994,18.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212001,12120.0,1976.0,1996,20.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212001,12120.0,1976.0,2002,26.0,1,0.0,0.0,Y1416800,physical_fight,False,False
1212001,12120.0,1976.0,2004,28.0,1,0.0,0.0,Y1668200,physical_fight,False,False
1212001,12120.0,1976.0,2006,30.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1212001,12120.0,1976.0,2008,32.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1212001,12120.0,1976.0,2010,34.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1212002,12120.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212002,12120.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1212002,12120.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1212002,12120.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1212002,12120.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1212002,12120.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1212002,12120.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1212003,12120.0,1987.0,2002,15.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1212003,12120.0,1987.0,2004,17.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
1212003,12120.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1212003,12120.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1212003,12120.0,1987.0,2010,23.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1212003,12120.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1212301,12123.0,1975.0,1988,13.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
1212301,12123.0,1975.0,1990,15.0,1,1.0,1.0,C0942400,hurt_need_doctor,True,False
1212301,12123.0,1975.0,1994,19.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212301,12123.0,1975.0,1996,21.0,3,1.0,2.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212301,12123.0,1975.0,2000,25.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1212302,12123.0,1979.0,1990,11.0,1,1.0,1.0,C0942400,hurt_need_doctor,False,True
1212302,12123.0,1979.0,1994,15.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212302,12123.0,1979.0,1996,17.0,3,1.0,1.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212302,12123.0,1979.0,1998,19.0,3,1.0,1.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212302,12123.0,1979.0,2000,21.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1212302,12123.0,1979.0,2002,23.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1212302,12123.0,1979.0,2004,25.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1212302,12123.0,1979.0,2006,27.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1212302,12123.0,1979.0,2008,29.0,1,1.0,1.0,Y2257500,physical_fight,False,False
1212302,12123.0,1979.0,2012,33.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1212303,12123.0,1981.0,1998,17.0,3,1.0,3.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1212303,12123.0,1981.0,2000,19.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1212303,12123.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1212303,12123.0,1981.0,2004,23.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1212303,12123.0,1981.0,2006,25.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1212303,12123.0,1981.0,2010,29.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1212801,12128.0,1991.0,2006,15.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1212801,12128.0,1991.0,2008,17.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1212801,12128.0,1991.0,2010,19.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1212801,12128.0,1991.0,2012,21.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1213001,12130.0,1980.0,1990,10.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
1213001,12130.0,1980.0,1996,16.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1213001,12130.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1213001,12130.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1213001,12130.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1213001,12130.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1213001,12130.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1213001,12130.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1213002,12130.0,1995.0,2010,15.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
1213002,12130.0,1995.0,2012,17.0,1,0.0,0.0,Y2958300,hurt_physically,True,False
1213501,12135.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1213501,12135.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1213501,12135.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1213501,12135.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1213501,12135.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1213501,12135.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1213501,12135.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1213502,12135.0,1992.0,2008,16.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1213502,12135.0,1992.0,2010,18.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
1213502,12135.0,1992.0,2012,20.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1213701,12137.0,1981.0,1996,15.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1213701,12137.0,1981.0,1998,17.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1213701,12137.0,1981.0,2000,19.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1213701,12137.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1213701,12137.0,1981.0,2004,23.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1213701,12137.0,1981.0,2006,25.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1213701,12137.0,1981.0,2008,27.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1213701,12137.0,1981.0,2010,29.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1213702,12137.0,1983.0,2000,17.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1213702,12137.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1213702,12137.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1213702,12137.0,1983.0,2010,27.0,1,1.0,1.0,Y2609100,physical_fight,False,False
1213702,12137.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1213703,12137.0,1987.0,2002,15.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1213703,12137.0,1987.0,2004,17.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
1213703,12137.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1213703,12137.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1213703,12137.0,1987.0,2010,23.0,1,1.0,1.0,Y2609100,physical_fight,True,False
1213703,12137.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1213704,12137.0,1992.0,2008,16.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1213704,12137.0,1992.0,2010,18.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
1213801,12138.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1213801,12138.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1213801,12138.0,1980.0,2002,22.0,1,1.0,1.0,Y1416800,physical_fight,True,False
1213801,12138.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1213801,12138.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
1213801,12138.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1213801,12138.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1213802,12138.0,1983.0,1998,15.0,3,1.0,2.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1213802,12138.0,1983.0,2000,17.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1213802,12138.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
1213802,12138.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1213802,12138.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1213802,12138.0,1983.0,2008,25.0,1,1.0,1.0,Y2257500,physical_fight,True,False
1213802,12138.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1213802,12138.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1214001,12140.0,1977.0,1996,19.0,3,1.0,2.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1214002,12140.0,1984.0,2000,16.0,1,0.0,0.0,Y1176200,physical_fight,True,False
1214002,12140.0,1984.0,2002,18.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
1214002,12140.0,1984.0,2004,20.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1214002,12140.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1214002,12140.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
1214002,12140.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1214002,12140.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
1214601,12146.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1214601,12146.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
1214601,12146.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
1214601,12146.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
1214601,12146.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
1214602,12146.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
1214603,12146.0,1990.0,2006,16.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
1214603,12146.0,1990.0,2008,18.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
1214603,12146.0,1990.0,2010,20.0,1,0.0,0.0,Y2609100,physical_fight,True,False
1214603,12146.0,1990.0,2012,22.0,1,0.0,0.0,Y2959200,physical_fight,True,False
1214701,12147.0,2001.0,2016,15.0,1,0.0,0.0,Y3670801,hurt_physically,True,False
